Categoria,Marca,Modelo,Motor,Versão,Transmissão Velocidades nº,Ar Cond.,Direção Assistida,Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro,,,,Consumo Energético (MJ/km),Classificação PBE,,Selo CONPET de Eficiência Energética
COMPACTO,VOLKSWAGEN,Gol,1.6­8V,Trendline,M­5,S,H,F,0,0,0,B,0,106,"7,9","9,7","11,5","14,0","1,73",C,B,­
COMPACTO,VOLKSWAGEN,Gol,1.6­8V,Comfortline,M­5,S,H,F,0,1,0,B,0,110,"7,8","9,5","11,1","13,6","1,78",D,B,­
COMPACTO,VOLKSWAGEN,Gol,1.6­8V,Comfortline (I- Motion),MTA­5,S,H,F,0,0,0,B,0,112,"7,7","9,2","11,1","13,1","1,81",D,B,­
COMPACTO,VOLKSWAGEN,Gol (2019),1.0­12V,(Rodas aro 14),M­5,S,H,F,0,0,0,B,0,96,"9,1","10,1","13,3","14,4","1,56",A,B,SIM
COMPACTO,VOLKSWAGEN,Gol (2019),1.0­12V,(Rodas aro 15),M­5,S,H,F,0,0,0,B,0,98,"9,0","9,9","12,9","14,2","1,59",B,B,­
COMPACTO,VOLKSWAGEN,Gol (2019),1.6­8V,,M­5,S,H,F,0,1,0,B,0,110,"7,8","9,5","11,1","13,6","1,78",D,B,­
COMPACTO,VOLKSWAGEN,Gol (2019),1.6­16V,,A­6,S,H,F,0,0,0,B,0,110,"7,7","9,6","11,1","13,6","1,79",D,B,­
COMPACTO,VOLKSWAGEN,Fox,1.6­8V,Connect,M­5,S,E,F,0,0,0,B,0,106,"7,8","9,7","11,6","13,9","1,74",C,B,­
COMPACTO,VOLKSWAGEN,Fox,1.6­8V,Connect (I- Motion),MTA­5,S,E,F,0,0,0,B,0,113,"7,8","9,0","11,2","12,7","1,83",D,C,­
COMPACTO,VOLKSWAGEN,Fox,1.6­8V,Xtreme,M­5,S,E,F,0,0,0,B,0,110,"7,7","9,2","11,3","13,3","1,80",D,B,­
MÉDIO,AUDI,A1 Sportback,1.4­16V,Attraction,DCT­7,S,E,G,0,0,0,A,\,97,\,\,"12,6","15,2","1,58",B,B,­
MÉDIO,AUDI,A1 Sportback,1.8­16V,Ambition,DCT­7,S,E,G,0,0,0,B,\,115,\,\,"10,7","13,1","1,87",D,C,­
MÉDIO,AUDI,A3 Sportback,1.4­16V,Attraction,DCT­7,S,E,G,0,0,0,B,\,105,\,\,"11,6","14,4","1,70",C,B,­
MÉDIO,AUDI,A3 Sportback,1.4­16V,Ambiente,DCT­7,S,E,G,0,0,0,B,\,105,\,\,"11,6","14,4","1,70",C,B,­
MÉDIO,AUDI,RS3 Sportback,2.5­20V,­,DCT­7,S,E,G,0,0,0,A,\,161,\,\,"7,6","9,9","2,61",E,D,­
MÉDIO,BMW,i3,0.65­8V,REX 94Ah,A­1,S,E­H,G,0,0,0,A,\,53,\,\,"24,9","21,5","0,86",A,A,SIM
MÉDIO,BMW,120i,2.0­16V,Gasolina,A­8,S,E­H,G,0,0,0,A,\,117,\,\,"10,6","12,9","1,89",D,C,­
MÉDIO,BMW,125i,2.0­16V,Gasolina,A­8,S,E­H,G,0,0,0,A,\,122,\,\,"10,2","12,2","1,98",D,C,­
MÉDIO,BMW,220i,2.0­16V,CAT ActiveFlex,A­8,S,E­H,F,0,0,0,A,0,117,"7,1","8,7","10,5","12,9","1,92",D,C,­
MÉDIO,BMW,M140i,3.0­24V,­,A­8,S,E­H,G,0,0,0,A,\,131,\,\,"9,4","12,0","2,11",E,C,­
MÉDIO,CHERY,Celer,1.5­16V,"1,5FFHB FL",M­5,S,H,F,0,0,0,B,0,134,"6,6","7,9","9,2","11,4","2,16",E,C,­
MÉDIO,CHERY,Celer,1.5­16V,"1,5FLEX FL",M­5,S,H,F,0,0,0,B,0,134,"6,6","7,9","9,2","11,4","2,16",E,C,­
MÉDIO,CHERY,Celer,1.5­16V,"1,5 HB FL",M­5,S,H,F,0,0,0,B,0,134,"6,6","7,9","9,2","11,4","2,16",E,C,­
MÉDIO,CHERY,Celer,1.5­16V,"1,5 HB ACT",M­5,S,H,F,0,0,0,B,0,134,"6,6","7,9","9,2","11,4","2,16",E,C,­
MÉDIO,CHERY,Celer,1.5­16V,"1,5 SD ACT",M­5,S,H,F,0,0,0,B,0,134,"6,6","7,9","9,2","11,4","2,16",E,C,­
MÉDIO,CHERY,Celer,1.5­16V,"1,5 SD FL",M­5,S,H,F,0,0,0,B,0,134,"6,6","7,9","9,2","11,4","2,16",E,C,­
MÉDIO,CHEVROLET,Cobalt (MY18),1.4­8V,"1,4 LT",M­6,S,E,F,0,1,0,B,0,98,"8,5","10,4","12,5","15,1","1,60",B,B,­
MÉDIO,CHEVROLET,Cobalt (MY18),1.4­8V,"1,4 LTZ",M­6,S,E,F,0,1,0,B,0,98,"8,5","10,4","12,5","15,1","1,60",B,B,­
MÉDIO,CHEVROLET,Cobalt (MY18),1.8­8V,"1,8M LTZ",M­6,S,E,F,0,0,0,B,0,100,"8,3","10,4","12,1","15,1","1,63",B,B,­
MÉDIO,CHEVROLET,Cobalt (MY18),1.8­8V,"1,8M LT",M­6,S,E,F,0,0,0,B,0,100,"8,3","10,4","12,1","15,1","1,63",B,B,­
MÉDIO,CHEVROLET,Cobalt (MY18),1.8­8V,18A LTZ,A­6,S,E,F,0,0,0,B,0,108,"7,6","10,0","11,1","14,4","1,76",C,B,­
MÉDIO,CHEVROLET,Cobalt (MY18),1.8­8V,18 A ELI,A­6,S,E,F,0,0,0,B,0,108,"7,6","10,0","11,1","14,4","1,76",C,B,­
MÉDIO,CHEVROLET,Cobalt (MY18),1.8­8V,"1,8 A LT",A­6,S,E,F,0,0,0,B,0,108,"7,6","10,0","11,1","14,4","1,76",C,B,­
MÉDIO,CHEVROLET,Spin (MY18),1.8­8V,"1,8L MT LT (5L)",M­6,S,E,F,0,0,0,B,0,106,"8,1","9,4","11,8","13,7","1,73",C,B,­
MÉDIO,CHEVROLET,Spin (MY18),1.8­8V,"1,8L MT LS E (5L)",M­6,S,E,F,0,0,0,B,0,106,"8,1","9,4","11,8","13,7","1,73",C,B,­
MÉDIO,CHEVROLET,Spin (MY18),1.8­8V,"1,8L AT LT ADV (5L)",A­6,S,E,F,0,0,0,B,0,114,"7,5","9,2","10,9","13,1","1,85",D,C,­
MÉDIO,CHEVROLET,Spin (MY18),1.8­8V,"1,8L AT ACT (5L)",A­6,S,E,F,0,0,0,B,0,123,"6,9","8,4","10,1","12,0","2,01",D,C,­
MÉDIO,CHEVROLET,Prisma (MY18),1.0­8V,"1,0MT LT",M­6,S,E,F,0,0,0,B,0,93,"8,9","10,8","13,1","15,8","1,52",A,B,SIM
MÉDIO,CHEVROLET,Prisma (MY18),1.4­8V,"1,4MT LT",M­6,S,E,F,0,1,0,B,0,95,"8,8","10,7","12,9","15,4","1,55",B,B,­
MÉDIO,CHEVROLET,Prisma (MY18),1.4­8V,"1,4MT LTZ",M­6,S,E,F,0,1,0,B,0,95,"8,8","10,7","12,9","15,4","1,55",B,B,­
MÉDIO,CHEVROLET,Prisma (MY18),1.4­8V,"1,4AT LT",A­6,S,E,F,0,0,0,B,0,102,"8,1","10,2","11,9","14,7","1,66",B,B,­
MÉDIO,CHEVROLET,Prisma (MY18),1.4­8V,"1,4AT LTZ",A­6,S,E,F,0,0,0,B,0,102,"8,1","10,2","11,9","14,7","1,66",B,B,­
MÉDIO,CHEVROLET,Prisma Joy (MY18),1.0­8V,10MT JOYE,M­6,S,E,F,0,0,0,B,0,94,"8,7","10,9","12,9","15,6","1,54",B,B,­
MÉDIO,CHEVROLET,Cobalt (MY19),1.4­8V,"1,4 LT",M­6,S,E,F,0,1,0,B,0,98,"8,5","10,4","12,5","15,1","1,60",B,B,­
MÉDIO,CHEVROLET,Cobalt (MY19),1.4­8V,"1,4 LTZ",M­6,S,E,F,0,1,0,B,0,98,"8,5","10,4","12,5","15,1","1,60",B,B,­
MÉDIO,CHEVROLET,Cobalt (MY19),1.8­8V,"1,8 AT ELITE",A­6,S,E,F,0,0,0,B,0,108,"7,6","10,0","11,1","14,4","1,76",C,B,­
MÉDIO,CHEVROLET,Cobalt (MY19),1.8­8V,"1,8 AT LT",A­6,S,E,F,0,0,0,B,0,108,"7,6","10,0","11,1","14,4","1,76",C,B,­
MÉDIO,CHEVROLET,Cobalt (MY19),1.8­8V,"1,8 AT LTZ",A­6,S,E,F,0,0,0,B,0,108,"7,6","10,0","11,1","14,4","1,76",C,B,­
MÉDIO,CHEVROLET,Cobalt (MY19),1.8­8V,"1,8M LT",M­6,S,E,F,0,0,0,B,0,100,"8,3","10,4","12,1","15,1","1,63",B,B,­
MÉDIO,CHEVROLET,Cobalt (MY19),1.8­8V,"1,8M LTZ",M­6,S,E,F,0,0,0,B,0,100,"8,3","10,4","12,1","15,1","1,63",B,B,­
MÉDIO,CHEVROLET,Spin (MY19),1.8­8V,"1,8L MT LT (5L)",M­6,S,E,F,0,0,0,A,0,107,"8,0","9,3","11,7","13,6","1,74",C,B,­
MÉDIO,CHEVROLET,Spin (MY19),1.8­8V,"1,8L MT LS E (5L)",M­6,S,E,F,0,0,0,A,0,107,"8,0","9,3","11,7","13,6","1,74",C,B,­
MÉDIO,CHEVROLET,Spin (MY19),1.8­8V,AT ACT (5L),A­6,S,E,F,0,0,0,B,0,122,"7,0","8,3","10,3","12,0","2,00",D,C,­
MÉDIO,CHEVROLET,Spin (MY19),1.8­8V,AT LT (5L),A­6,S,E,F,0,0,0,B,0,115,"7,3","9,0","10,7","13,1","1,88",D,C,­
MÉDIO,CHEVROLET,Prisma (MY19),1.0­8V,"1,0MT LT",M­6,S,E,F,0,0,0,B,0,93,"8,9","10,8","13,1","15,8","1,52",A,B,SIM
MÉDIO,CHEVROLET,Prisma (MY19),1.4­8V,"1,4AT LTZ",A­6,S,E,F,0,1,0,B,0,103,"8,0","10,0","11,7","14,6","1,69",C,B,­
MÉDIO,CHEVROLET,Prisma (MY19),1.4­8V,"1,4MT LTZ",M­6,S,E,F,0,1,0,B,0,97,"8,5","10,5","12,5","15,3","1,59",B,B,­
MÉDIO,CHEVROLET,Prisma (MY19),1.4­8V,"1,4AT ADV",A­6,S,E,F,0,1,0,B,0,103,"8,0","10,0","11,7","14,6","1,69",C,B,­
MÉDIO,CHEVROLET,Prisma (MY19),1.4­8V,"1,4AT LT",A­6,S,E,F,0,1,0,B,0,103,"8,0","10,0","11,7","14,6","1,69",C,B,­
MÉDIO,CHEVROLET,Prisma (MY19),1.4­8V,"1,4MT LT",M­6,S,E,F,0,1,0,B,0,97,"8,5","10,5","12,5","15,3","1,59",B,B,­
MÉDIO,CHEVROLET,Prisma Joy (MY19),1.0­8V,10MT JOYE,M­6,S,E,F,0,0,0,B,0,94,"8,7","10,9","12,9","15,6","1,54",B,B,­
MÉDIO,CITROËN,DS4,1.6­16V,So Chic,A­6,S,E­H,G,0,0,0,A,\,125,\,\,"9,9","12,4","2,01",D,C,­
MÉDIO,FIAT,Cronos,1.3­8V,DRIVE,M­5,S,E,F,0,0,0,B,0,99,"8,5","10,3","12,4","14,8","1,61",B,B,­
MÉDIO,FIAT,Cronos,1.3­8V,DRIVE GSR,MTA­5,S,E,F,0,0,0,B,0,98,"8,8","10,4","12,7","14,8","1,58",B,B,­
MÉDIO,FIAT,Cronos,1.8­16V,DRIVE,A­6,S,E,F,0,0,0,A,0,103,"7,2","9,6","10,3","13,3","1,89",D,C,­
MÉDIO,FIAT,Cronos,1.8­16V,Precision,M­5,S,E,F,0,1,0,B,0,107,"8,0","9,6","11,6","13,8","1,73",C,B,­
MÉDIO,FIAT,Cronos,1.8­16V,Precision,A­6,S,E,F,0,0,0,A,0,103,"7,2","9,6","10,3","13,3","1,89",D,C,­
MÉDIO,FIAT,Dobló,1.8­16V,Essence,M­5,S,H,F,0,0,0,B,0,140,"6,4","7,0","9,3","10,2","2,28",E,C,­
MÉDIO,FIAT,Grand Siena,1.6­16V,"1,6",MTA­5,S,H,F,0,1,0,B,0,129,"6,6","8,1","9,6","11,8","2,11",E,C,­
MÉDIO,FIAT,Grand Siena,1.6­16V,Essence Dualogic,MTA­5,S,H,F,0,1,0,B,0,129,"6,6","8,1","9,6","11,8","2,11",E,C,­
MÉDIO,FIAT,Grand Siena,1.0­8V,Attractive,M­5,S,H,F,0,1,0,B,0,110,"7,9","9,5","11,2","13,6","1,77",C,B,­
MÉDIO,FIAT,Grand Siena,1.4­8V,Attractive,M­5,S,H,F,0,1,0,B,0,110,"7,7","9,4","11,1","13,5","1,79",C,B,­
MÉDIO,FIAT,Grand Siena,1.6­16V,"1,6",M­5,S,H,F,0,1,0,B,0,125,"6,8","8,4","9,9","12,1","2,04",D,C,­
MÉDIO,FIAT,Grand Siena,1.6­16V,Essence,M­5,S,H,F,0,1,0,B,0,125,"6,8","8,4","9,9","12,1","2,04",D,C,­
MÉDIO,FIAT,Weekend,1.4­8V,Attractive,M­5,S,H,F,0,0,0,B,0,122,"7,1","8,3","10,4","12,0","1,98",D,C,­
MÉDIO,FORD,KA+ (4 Portas),1.0­12V,SE,M­5,S,E,F,0,0,0,B,0,93,"9,3","10,7","13,2","15,3","1,51",A,B,SIM
MÉDIO,FORD,KA+ (4 Portas),1.0­12V,SEL,M­5,S,E,F,0,0,0,B,0,93,"9,3","10,7","13,2","15,3","1,51",A,B,SIM
MÉDIO,FORD,KA+ (4 Portas),1.5­16V,SE,M­5,S,E,F,0,1,0,B,0,106,"8,1","9,6","11,7","13,8","1,72",C,B,­
MÉDIO,FORD,KA+ (4 Portas),1.5­16V,SEL,M­5,S,E,F,0,1,0,B,0,106,"8,1","9,6","11,7","13,8","1,72",C,B,­
MÉDIO,FORD,KA+ (4 Portas),1.5­16V,Advance,M­5,S,E,F,0,1,0,B,0,106,"8,1","9,6","11,7","13,8","1,72",C,B,­
MÉDIO,FORD,KA sedan (2019),1.0­12V,SE,M­5,S,E,F,0,1,0,B,0,92,"9,2","10,7","13,4","15,5","1,51",A,B,SIM
MÉDIO,FORD,KA sedan (2019),1.0­12V,SE Plus,M­5,S,E,F,0,1,0,B,0,92,"9,2","10,7","13,4","15,5","1,51",A,B,SIM
MÉDIO,FORD,KA sedan (2019),1.5­12V,SE,M­5,S,E,F,0,0,0,B,0,98,"8,4","10,3","12,5","15,0","1,61",B,B,­
MÉDIO,FORD,KA sedan (2019),1.5­12V,SE Plus,M­5,S,E,F,0,0,0,B,0,98,"8,4","10,3","12,5","15,0","1,61",B,B,­
MÉDIO,FORD,KA sedan (2019),1.5­12V,SEL,M­5,S,E,F,0,0,0,B,0,98,"8,4","10,3","12,5","15,0","1,61",B,B,­
MÉDIO,FORD,KA sedan (2019),1.5­12V,SE,A­6,S,E,F,0,0,0,B,0,109,"7,8","10,1","11,0","14,2","1,76",C,B,­
MÉDIO,FORD,KA sedan (2019),1.5­12V,SE Plus,A­6,S,E,F,0,0,0,B,0,109,"7,8","10,1","11,0","14,2","1,76",C,B,­
MÉDIO,FORD,KA sedan (2019),1.5­12V,Titanium,A­6,S,E,F,0,1,0,B,0,110,"7,6","10,1","10,9","14,0","1,78",C,B,­
MÉDIO,FORD,New Fiesta Sedan,1.6­16V,SEL,M­5,S,E,F,0,1,0,B,0,105,"8,2","9,8","11,6","14,2","1,70",C,B,­
MÉDIO,FORD,New Fiesta Sedan,1.6­16V,Titanium,M­5,S,E,F,0,1,0,B,0,105,"8,2","9,8","11,6","14,2","1,70",C,B,­
MÉDIO,FORD,New Fiesta Sedan,1.6­16V,SEL,DCT­6,S,E,F,0,0,0,B,0,109,"7,6","9,8","11,1","14,3","1,77",C,B,­
MÉDIO,FORD,New Fiesta Sedan,1.6­16V,Titanium,DCT­6,S,E,F,0,0,0,B,0,109,"7,6","9,8","11,1","14,3","1,77",C,B,­
MÉDIO,HONDA,City,1.5­16V,DX,M­5,S,E,F,0,0,0,A,0,100,"8,6","10,3","12,4","14,6","1,61",B,B,­
MÉDIO,HONDA,City,1.5­16V,DX,CVT,S,E,F,0,0,0,A,0,101,"8,5","10,3","12,3","14,5","1,63",B,B,­
MÉDIO,HONDA,City,1.5­16V,LX,CVT,S,E,F,0,0,0,A,0,101,"8,5","10,3","12,3","14,5","1,63",B,B,­
MÉDIO,HONDA,City,1.5­16V,EX,CVT,S,E,F,0,0,0,A,0,101,"8,5","10,3","12,3","14,5","1,63",B,B,­
MÉDIO,HONDA,City,1.5­16V,EXL,CVT,S,E,F,0,0,0,A,0,101,"8,5","10,3","12,3","14,5","1,63",B,B,­
MÉDIO,HONDA,City,1.5­16V,PERSONAL,CVT,S,E,F,0,0,0,A,0,101,"8,5","10,3","12,3","14,5","1,63",B,B,­
MÉDIO,HYUNDAI,HB20S,1.0­12V,Plus,M­5,S,H,F,0,0,0,A,0,103,"8,5","9,8","12,0","14,0","1,67",C,B,­
MÉDIO,HYUNDAI,HB20S,1.0­12V,Style,M­5,S,H,F,0,0,0,A,0,103,"8,5","9,8","12,0","14,0","1,67",C,B,­
MÉDIO,HYUNDAI,HB20S,1.6­16V,Plus,M­6,S,H,F,0,0,0,B,0,107,"8,1","9,8","11,5","14,0","1,72",C,B,­
MÉDIO,HYUNDAI,HB20S,1.6­16V,Style,M­6,S,H,F,0,0,0,B,0,107,"8,1","9,8","11,5","14,0","1,72",C,B,­
MÉDIO,HYUNDAI,HB20S,1.6­16V,Plus,A­6,S,H,F,0,0,0,B,0,120,"7,0","9,3","10,2","12,9","1,93",D,C,­
MÉDIO,HYUNDAI,HB20S,1.6­16V,Style,A­6,S,H,F,0,0,0,B,0,120,"7,0","9,3","10,2","12,9","1,93",D,C,­
MÉDIO,HYUNDAI,HB20S,1.6­16V,Premium,A­6,S,H,F,0,0,0,B,0,120,"7,0","9,3","10,2","12,9","1,93",D,C,­
MÉDIO,HYUNDAI,HB20S,1.0­12V,Plus,M­6,S,H,F,0,0,0,A,0,101,"8,4","10,5","11,9","15,2","1,63",B,B,­
MÉDIO,HYUNDAI,HB20S,1.0­12V,Style,M­6,S,H,F,0,0,0,A,0,101,"8,4","10,5","11,9","15,2","1,63",B,B,­
MÉDIO,KIA,Rio,1.6­16V,"EX 1,6 FF MT HB",M­6,S,E,F,0,0,0,A,0,115,"7,0","9,4","10,2","13,8","1,91",D,C,­
MÉDIO,KIA,Rio,1.6­16V,"LX 1,6 FF MT HB",M­6,S,E,F,0,0,0,A,0,115,"7,0","9,4","10,2","13,8","1,91",D,C,­
MÉDIO,KIA,Rio,1.6­16V,"EX 1,6 FF AT HB",A­6,S,E,F,0,1,0,B,0,115,"7,2","9,3","10,5","13,4","1,88",D,C,­
MÉDIO,KIA,Rio,1.6­16V,"LX 1,6 FF AT HB",A­6,S,E,F,0,1,0,B,0,115,"7,2","9,3","10,5","13,4","1,88",D,C,­
MÉDIO,LEXUS,CT200H,1.8­16V,CT200H,CVT,S,E,G,0,0,0,A,\,87,\,\,"15,7","14,2","1,41",A,A,SIM
MÉDIO,LEXUS,CT200H,1.8­16V,F SPORT,CVT,S,E,G,0,0,0,A,\,87,\,\,"15,7","14,2","1,41",A,A,SIM
MÉDIO,MERCEDES­BENZ,A200 FF,1.6­16V,,DCT­7,S,E,F,0,0,0,A,0,112,"7,4","9,2","10,8","14,0","1,84",D,C,­
MÉDIO,MERCEDES­BENZ,A250,2.0­16V,SPORT,DCT­7,S,E,G,0,0,0,A,\,123,\,\,"10,1","12,4","1,98",D,C,­
MÉDIO,MERCEDES­BENZ,AMG A 45 4M,2.0­16V,,DCT­7,S,E,G,0,0,0,A,\,144,\,\,"8,4","11,2","2,33",E,C,­
MÉDIO,MERCEDES­BENZ,B200 FF,1.6­16V,,DCT­7,S,E,F,0,0,0,B,0,122,"6,9","8,5","10,2","12,2","2,00",D,C,­
MÉDIO,MINI,Cooper,2.0­16V,S Clubman,A­8,S,E­H,G,0,0,0,A,\,119,\,\,"10,5","12,6","1,92",D,C,­
MÉDIO,MINI,Countryman,2.0­16V,Cooper S,A­8,S,E­H,G,0,0,0,A,\,123,\,\,"10,2","12,0","1,99",D,C,­
MÉDIO,MINI,Countryman,2.0­16V,Cooper S ALL4,A­8,S,E­H,G,0,0,0,A,\,132,\,\,"9,4","11,5","2,14",E,C,­
MÉDIO,MINI,Countryman,2.0­16V,JCW,A­8,S,E­H,G,0,0,0,A,\,135,\,\,"9,3","11,3","2,18",E,C,­
MÉDIO,MINI,Countryman,1.5­12V,Cooper,A­6,S,E­H,G,0,0,0,A,\,131,\,\,"10,1","10,6","2,12",E,C,­
MÉDIO,MINI,Countryman,1.5­12V,Cooper ALL4 SE,A­6,S,E­H,G,0,0,0,A,\,106,\,\,"12,6","12,5","1,71",C,B,­
MÉDIO,NISSAN,New Versa,1.0­12V,10 Conforto,M­5,S,E,F,0,0,0,A,0,95,"8,8","10,5","12,9","15,3","1,55",B,B,­
MÉDIO,NISSAN,New Versa,1.0­12V,10 S,M­5,S,E,F,0,0,0,A,0,95,"8,8","10,5","12,9","15,3","1,55",B,B,­
MÉDIO,NISSAN,New Versa,1.6­16V,16 S,M­5,S,E,F,0,1,0,B,0,99,"8,4","10,0","12,6","14,4","1,63",B,B,­
MÉDIO,NISSAN,New Versa,1.6­16V,16 SV,M­5,S,E,F,0,1,0,B,0,99,"8,4","10,0","12,6","14,4","1,63",B,B,­
MÉDIO,NISSAN,New Versa,1.6­16V,16 SL,M­5,S,E,F,0,1,0,B,0,99,"8,4","10,0","12,6","14,4","1,63",B,B,­
MÉDIO,NISSAN,New Versa,1.6­16V,16 SV,CVT,S,E,F,0,0,0,B,0,106,"7,8","10,0","11,6","14,1","1,72",C,B,­
MÉDIO,NISSAN,New Versa,1.6­16V,16 SL,CVT,S,E,F,0,0,0,B,0,106,"7,8","10,0","11,6","14,1","1,72",C,B,­
MÉDIO,NISSAN,New Versa,1.6­16V,16 UNIQUE,CVT,S,E,F,0,0,0,B,0,106,"7,8","10,0","11,6","14,1","1,72",C,B,­
MÉDIO,PEUGEOT,308,1.6­16V,Griffe THP A,A­6,S,E­H,F,0,0,0,A,0,116,"7,2","8,9","10,6","12,9","1,90",D,C,­
MÉDIO,PEUGEOT,308,1.6­16V,Allure THP A,A­6,S,E­H,F,0,0,0,A,0,116,"7,2","8,9","10,6","12,9","1,90",D,C,­
MÉDIO,PEUGEOT,308,1.6­16V,GRIFFE RG,A­6,S,E­H,F,0,0,0,A,0,116,"7,2","8,9","10,6","12,9","1,90",D,C,­
MÉDIO,PEUGEOT,308,1.6­16V,BUSINESS,A­6,S,E­H,F,0,0,0,A,0,116,"7,2","8,9","10,6","12,9","1,90",D,C,­
MÉDIO,RENAULT,Logan,1.6­16V,Dynamique,MTA­5,S,E­H,F,0,1,0,B,0,106,"7,9","9,1","11,8","13,4","1,76",C,B,­
MÉDIO,RENAULT,Logan,1.6­16V,Expression,MTA­5,S,E­H,F,0,1,0,B,0,106,"7,9","9,1","11,8","13,4","1,76",C,B,­
MÉDIO,RENAULT,Logan,1.0­12V,Authentique,M­5,S,E­H,F,0,0,0,B,0,91,"9,4","10,2","14,0","14,9","1,50",A,B,SIM
MÉDIO,RENAULT,Logan,1.0­12V,Expression,M­5,S,E­H,F,0,0,0,B,0,91,"9,4","10,2","14,0","14,9","1,50",A,B,SIM
MÉDIO,RENAULT,Logan,1.6­16V,Dynamique,M­5,S,E­H,F,0,0,0,B,0,98,"8,7","9,7","13,0","14,1","1,61",B,B,­
MÉDIO,RENAULT,Logan,1.6­16V,Expression,M­5,S,E­H,F,0,0,0,B,0,98,"8,7","9,7","13,0","14,1","1,61",B,B,­
MÉDIO,RENAULT,Zoe NR,Elétrico,Intens,A­1,S,E,E,0,0,0,A,\,0,\,\,"32,2","26,7","0,65",A,A,SIM
MÉDIO,RENAULT,Zoe NR,Elétrico,Life,A­1,S,E,E,0,0,0,A,\,0,\,\,"32,2","26,7","0,65",A,A,SIM
MÉDIO,RENAULT,Zoe LR,Elétrico,Intens LR,A­1,S,E,E,0,0,0,A,\,0,\,\,"31,9","26,9","0,65",A,A,SIM
MÉDIO,RENAULT,Zoe LR,Elétrico,Life LR,A­1,S,E,E,0,0,0,A,\,0,\,\,"31,9","26,9","0,65",A,A,SIM
MÉDIO,RENAULT,Zoe LR,Elétrico,ULT LR,A­1,S,E,E,0,0,0,A,\,0,\,\,"31,9","26,9","0,65",A,A,SIM
MÉDIO,SSANGYONG,XLV,1.6­16V,G DLX,A­6,S,E,G,0,0,0,B,\,133,\,\,"9,1","11,8","2,16",E,C,­
MÉDIO,SSANGYONG,XLV,1.6­16V,G STD,A­6,S,E,G,0,0,0,B,\,133,\,\,"9,1","11,8","2,16",E,C,­
MÉDIO,SSANGYONG,TIVOLI,1.6­16V,G DLX,A­6,S,E,G,0,0,0,A,\,136,\,\,"8,9","11,7","2,21",E,C,­
MÉDIO,SSANGYONG,TIVOLI,1.6­16V,G STD,A­6,S,E,G,0,0,0,A,\,136,\,\,"8,9","11,7","2,21",E,C,­
MÉDIO,TOYOTA,Etios Sedã,1.5­16V,X,M­6,S,E,F,0,1,0,B,0,98,"8,5","10,3","12,5","15,0","1,60",B,B,­
MÉDIO,TOYOTA,Etios Sedã,1.5­16V,XS,M­6,S,E,F,0,1,0,B,0,98,"8,5","10,3","12,5","15,0","1,60",B,B,­
MÉDIO,TOYOTA,Etios Sedã,1.5­16V,XLS,M­6,S,E,F,0,1,0,B,0,98,"8,5","10,3","12,5","15,0","1,60",B,B,­
MÉDIO,TOYOTA,Etios Sedã,1.5­16V,XPLUS,M­6,S,E,F,0,1,0,B,0,98,"8,5","10,3","12,5","15,0","1,60",B,B,­
MÉDIO,TOYOTA,Etios Sedã,1.5­16V,PLATINUM,M­6,S,E,F,0,1,0,B,0,98,"8,5","10,3","12,5","15,0","1,60",B,B,­
MÉDIO,TOYOTA,Etios Sedã,1.5­16V,X,A­4,S,E,F,0,1,0,B,0,100,"8,4","10,4","12,2","14,9","1,63",B,B,­
MÉDIO,TOYOTA,Etios Sedã,1.5­16V,XS,A­4,S,E,F,0,1,0,B,0,100,"8,4","10,4","12,2","14,9","1,63",B,B,­
MÉDIO,TOYOTA,Etios Sedã,1.5­16V,XLS,A­4,S,E,F,0,1,0,B,0,100,"8,4","10,4","12,2","14,9","1,63",B,B,­
MÉDIO,TOYOTA,Etios Sedã,1.5­16V,XPLUS,A­4,S,E,F,0,1,0,B,0,100,"8,4","10,4","12,2","14,9","1,63",B,B,­
MÉDIO,TOYOTA,Etios Sedã,1.5­16V,PLATINUM,A­4,S,E,F,0,1,0,B,0,100,"8,4","10,4","12,2","14,9","1,63",B,B,­
MÉDIO,TOYOTA,Yaris,1.3­16V,XL,M­6,S,E,F,0,0,0,B,0,102,"8,4","10,0","12,1","14,2","1,66",B,B,­
MÉDIO,TOYOTA,Yaris,1.3­16V,XL,CVT,S,E,F,0,0,0,A,0,97,"9,0","9,9","13,1","14,2","1,58",B,B,­
MÉDIO,TOYOTA,Yaris,1.3­16V,XPLUS,CVT,S,E,F,0,0,0,A,0,97,"9,0","9,9","13,1","14,2","1,58",B,B,­
MÉDIO,TOYOTA,Yaris,1.5­16V,XS,M­6,S,E,F,0,0,0,B,0,105,"8,2","9,8","11,8","14,1","1,70",C,B,­
MÉDIO,TOYOTA,Yaris,1.5­16V,XS,CVT,S,E,F,0,0,0,A,0,101,"8,8","10,0","12,6","13,8","1,62",B,B,­
MÉDIO,TOYOTA,Yaris,1.5­16V,XLS,CVT,S,E,F,0,0,0,A,0,101,"8,8","10,0","12,6","13,8","1,62",B,B,­
MÉDIO,TOYOTA,Yaris,1.5­16V,XS,M­6,S,E,F,0,0,0,B,0,102,"8,3","10,1","12,0","14,6","1,65",B,B,­
MÉDIO,TOYOTA,Yaris,1.5­16V,XL,M­6,S,E,F,0,0,0,B,0,102,"8,3","10,1","12,0","14,6","1,65",B,B,­
