Categoria,Marca,Modelo,Motor,Versão,Transmissão Velocidades nº,Ar Cond.,Direção Assistida,Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro,,,,Consumo Energético (MJ/km),Classificação PBE,,Selo CONPET de Eficiência Energética
MÉDIO,TOYOTA,Yaris,1.5­16V,XS,CVT,S,E,F,0,0,0,A,0,97,"9,0","10,6","13,0","14,5","1,56",B,B,­
MÉDIO,TOYOTA,Yaris,1.5­16V,XL,CVT,S,E,F,0,0,0,A,0,97,"9,0","10,6","13,0","14,5","1,56",B,B,­
MÉDIO,TOYOTA,Yaris,1.5­16V,XLS,CVT,S,E,F,0,0,0,A,0,97,"9,0","10,6","13,0","14,5","1,56",B,B,­
MÉDIO,TOYOTA,Yaris,1.5­16V,XPLUS,CVT,S,E,F,0,0,0,A,0,97,"9,0","10,6","13,0","14,5","1,56",B,B,­
MÉDIO,TOYOTA,Prius,1.8­16V,NGA,CVT,S,E,G,0,0,0,A,\,71,\,\,"18,9","17,0","1,15",A,A,SIM
MÉDIO,TOYOTA,Prius,1.8­16V,NGA Top,CVT,S,E,G,0,0,0,A,\,71,\,\,"18,9","17,0","1,15",A,A,SIM
MÉDIO,VOLKSWAGEN,Voyage,1.0­12V,Trendline,M­5,S,H,F,0,0,0,C,0,94,"8,9","10,7","13,1","15,3","1,53",A,B,SIM
MÉDIO,VOLKSWAGEN,Voyage,1.0­12V,City,M­5,S,H,F,0,0,0,C,0,94,"8,9","10,7","13,1","15,3","1,53",A,B,SIM
MÉDIO,VOLKSWAGEN,Voyage,1.0­12V,Comfortline,M­5,S,H,F,0,0,0,B,0,98,"8,6","10,2","12,7","14,8","1,59",B,B,­
MÉDIO,VOLKSWAGEN,Voyage,1.6­8V,Trendline,M­5,S,H,F,0,1,0,B,0,105,"7,9","10,0","11,5","14,5","1,71",C,B,­
MÉDIO,VOLKSWAGEN,Voyage,1.6­8V,Comfortline,M­5,S,H,F,0,0,0,B,0,106,"8,0","9,9","11,6","14,1","1,72",C,B,­
MÉDIO,VOLKSWAGEN,Voyage,1.6­8V,Highline,M­5,S,H,F,0,0,0,B,0,106,"8,0","9,9","11,6","14,1","1,72",C,B,­
MÉDIO,VOLKSWAGEN,Voyage,1.6­8V,Comfortline (I­ Motion),MTA­5,S,H,F,0,0,0,B,0,110,"7,8","9,5","11,2","13,5","1,78",C,B,­
MÉDIO,VOLKSWAGEN,Voyage,1.6­8V,Highline (I­ Motion),MTA­5,S,H,F,0,0,0,B,0,110,"7,8","9,5","11,2","13,5","1,78",C,B,­
MÉDIO,VOLKSWAGEN,Voyage (2019),1.0­12V,(Rodas aro 14),M­5,S,H,F,0,0,0,B,0,92,"8,9","10,6","13,4","15,6","1,52",A,B,SIM
MÉDIO,VOLKSWAGEN,Voyage (2019),1.0­12V,(Rodas aro 15),M­5,S,H,F,0,0,0,B,0,95,"9,1","10,6","13,1","15,1","1,53",A,B,SIM
MÉDIO,VOLKSWAGEN,Voyage (2019),1.6­8V,,M­5,S,H,F,0,0,0,B,0,106,"8,0","9,9","11,6","14,1","1,72",C,B,­
MÉDIO,VOLKSWAGEN,Voyage (2019),1.6­16V,,A­6,S,H,F,0,0,0,B,0,108,"8,0","10,1","11,1","14,3","1,73",C,B,­
MÉDIO,VOLKSWAGEN,Golf,1.0­12V,COMFORTLINE,A­6,S,E,F,0,0,0,B,0,107,"8,0","10,2","11,4","14,2","1,72",C,B,­
MÉDIO,VOLKSWAGEN,Golf,1.4­16V,HIGHLINE,A­6,S,E,F,0,1,0,B,0,108,"7,5","9,4","11,4","13,8","1,78",C,B,­
MÉDIO,VOLKSWAGEN,Golf,2.0­16V,GTI,DCT­6,S,E,G,0,0,0,B,\,125,\,\,"9,9","12,2","2,02",D,C,­
MÉDIO,VOLKSWAGEN,Spacefox,1.6­8V,Trendline,M­5,S,E,F,0,0,0,B,0,110,"7,8","9,5","11,1","13,6","1,78",C,B,­
MÉDIO,VOLKSWAGEN,Spacefox,1.6­8V,Trendline (I­ Motion),MTA­5,S,E,F,0,0,0,B,0,111,"7,7","9,3","11,1","13,2","1,81",C,B,­
MÉDIO,VOLKSWAGEN,Polo,1.0­12V,,M­5,S,E,F,0,0,0,C,0,98,"8,8","10,0","12,9","14,3","1,60",B,B,­
MÉDIO,VOLKSWAGEN,Polo,1.6­16V,,M­5,S,E,F,0,0,0,B,0,104,"8,2","9,5","12,0","13,9","1,70",C,B,­
MÉDIO,VOLKSWAGEN,Polo,1.6­16V,,A­6,S,E,F,0,0,0,B,0,111,"7,9","9,6","11,0","13,8","1,78",C,B,­
MÉDIO,VOLKSWAGEN,Polo,1.0­12V,200 TSI Comfortline (R15),A­6,S,E,F,0,0,0,B,0,106,"8,0","9,8","11,6","14,1","1,72",C,B,­
MÉDIO,VOLKSWAGEN,Polo,1.0­12V,201 TSI Comfortline (R16),A­6,S,E,F,0,0,0,B,0,107,"7,9","9,5","11,4","13,9","1,75",C,B,­
MÉDIO,VOLKSWAGEN,Polo,1.0­12V,200 TSI Highline,A­6,S,E,F,0,0,0,B,0,107,"7,9","9,5","11,4","13,9","1,75",C,B,­
MÉDIO,VOLKSWAGEN,Virtus,1.6­16V,,M­5,S,E,F,0,0,0,B,0,105,"8,2","9,5","11,9","13,8","1,71",C,B,­
MÉDIO,VOLKSWAGEN,Virtus,1.6­16V,,A­6,S,E,F,0,0,0,A,0,112,"7,8","9,8","10,8","13,8","1,79",C,B,­
MÉDIO,VOLKSWAGEN,Virtus,1.0­12V,200 TSI Comfortline,A­6,S,E,F,0,0,0,B,0,106,"7,8","10,2","11,2","14,6","1,73",C,B,­
MÉDIO,VOLKSWAGEN,Virtus,1.0­12V,200 TSI Highline,A­6,S,E,F,0,0,0,B,0,106,"7,8","10,2","11,2","14,6","1,73",C,B,­
MÉDIO,VOLVO,V40,2.0­16V,CC T4 Kinetic,A­6,S,E,G,0,0,0,A,\,119,\,\,"10,4","12,6","1,93",D,C,­
MÉDIO,VOLVO,V40,2.0­16V,CC T4 Momentum,A­6,S,E,G,0,0,0,A,\,119,\,\,"10,4","12,6","1,93",D,C,­
MÉDIO,VOLVO,V40,2.0­16V,T4 Ccountry,A­6,S,E,G,0,0,0,A,\,119,\,\,"10,4","12,6","1,93",D,C,­
MÉDIO,VOLVO,V40,2.0­16V,"2,0 T5 Comfort",A­8,S,E,G,0,1,0,A,\,125,\,\,"9,7","12,5","2,04",D,C,­
MÉDIO,VOLVO,V40,2.0­16V,"2,0 T5 Dynamic",A­8,S,E,G,0,1,0,A,\,125,\,\,"9,7","12,5","2,04",D,C,­
MÉDIO,VOLVO,V40,2.0­16V,"2,0 T5 Kinetic",A­8,S,E,G,0,1,0,A,\,125,\,\,"9,7","12,5","2,04",D,C,­
MÉDIO,VOLVO,V40,2.0­16V,"2,0 T5 Momentum",A­8,S,E,G,0,1,0,A,\,125,\,\,"9,7","12,5","2,04",D,C,­
MÉDIO,VOLVO,V40,2.0­16V,"2,0 T5 R­Design",A­8,S,E,G,0,1,0,A,\,125,\,\,"9,7","12,5","2,04",D,C,­
MÉDIO,VOLVO,V40,2.0­16V,"2,0 T5 Top",A­8,S,E,G,0,1,0,A,\,125,\,\,"9,7","12,5","2,04",D,C,­
MÉDIO,VOLVO,V40 (aro 18),2.0­16V,T4 Inscription,DCT­6,S,E,G,0,0,0,A,\,127,\,\,"9,6","12,4","2,05",D,C,­
MÉDIO,VOLVO,V40 (aro 18),2.0­16V,"2,0 T4 Kinetic",DCT­6,S,E,G,0,0,0,A,\,127,\,\,"9,6","12,4","2,05",D,C,­
MÉDIO,VOLVO,V40 (aro 18),2.0­16V,"2,0 T4 Momentum",DCT­6,S,E,G,0,0,0,A,\,127,\,\,"9,6","12,4","2,05",D,C,­
MÉDIO,VOLVO,V40 (aro 18),2.0­16V,T4 R­Design,DCT­6,S,E,G,0,0,0,A,\,127,\,\,"9,6","12,4","2,05",D,C,­
MÉDIO,VOLVO,V40 (aro 18),2.0­16V,T4 Summum,DCT­6,S,E,G,0,0,0,A,\,127,\,\,"9,6","12,4","2,05",D,C,­
MÉDIO,VOLVO,V40 (aro 17),2.0­16V,T4 Inscription,DCT­6,S,E,G,0,0,0,A,\,120,\,\,"10,1","12,9","1,95",D,C,­
MÉDIO,VOLVO,V40 (aro 17),2.0­16V,"2,0 T4 Kinetic",DCT­6,S,E,G,0,0,0,A,\,120,\,\,"10,1","12,9","1,95",D,C,­
MÉDIO,VOLVO,V40 (aro 17),2.0­16V,T4 Momentum,DCT­6,S,E,G,0,0,0,A,\,120,\,\,"10,1","12,9","1,95",D,C,­
MÉDIO,VOLVO,V40 (aro 17),2.0­16V,T4 R­Design,DCT­6,S,E,G,0,0,0,A,\,120,\,\,"10,1","12,9","1,95",D,C,­
MÉDIO,VOLVO,V40 (aro 17),2.0­16V,T4 Summum,DCT­6,S,E,G,0,0,0,A,\,120,\,\,"10,1","12,9","1,95",D,C,­
GRANDE,AUDI,A3 Cabriolet,2.0­16V,­,DCT­7,S,E,G,0,0,0,A,\,127,\,\,"9,9","11,6","2,07",D,C,­
GRANDE,AUDI,A3 Sedan,1.4­16V,Attraction,A­6,S,E,F,0,0,0,B,0,105,"7,8","9,9","11,7","14,2","1,72",A,B,SIM
GRANDE,AUDI,A3 Sedan,1.4­16V,Ambiente,A­6,S,E,F,0,0,0,B,0,105,"7,8","9,9","11,7","14,2","1,72",A,B,SIM
GRANDE,AUDI,A3 Sedan,2.0­16V,Ambition,DCT­6,S,E,G,0,0,0,A,\,119,\,\,"10,3","12,8","1,94",C,C,­
GRANDE,AUDI,Q3,1.4­16V,Attraction,DCT­6,S,E,F,0,0,0,B,0,123,"6,9","8,1","10,2","11,9","2,02",C,C,­
GRANDE,AUDI,Q3,1.4­16V,Ambiente,DCT­6,S,E,F,0,0,0,B,0,123,"6,9","8,1","10,2","11,9","2,02",C,C,­
GRANDE,AUDI,Q3,1.4­16V,Ambition,DCT­6,S,E,F,0,0,0,B,0,123,"6,9","8,1","10,2","11,9","2,02",C,C,­
GRANDE,AUDI,Q3,2.0­16V,Attraction,DCT­7,S,E,G,0,0,0,B,\,145,\,\,"8,6","10,6","2,35",E,C,­
GRANDE,AUDI,Q3,2.0­16V,Ambiente,DCT­7,S,E,G,0,0,0,B,\,145,\,\,"8,6","10,6","2,35",E,C,­
GRANDE,AUDI,Q3,2.0­16V,Ambiente,DCT­7,S,E,G,0,0,0,B,\,146,\,\,"8,5","10,5","2,37",E,C,­
GRANDE,AUDI,Q3,2.0­16V,Ambition,DCT­7,S,E,G,0,0,0,B,\,146,\,\,"8,5","10,5","2,37",E,C,­
GRANDE,AUDI,RSQ3,2.5­20V,­,DCT­7,S,E,G,0,0,0,A,\,166,\,\,"7,6","9,6","2,66",E,D,­
GRANDE,AUDI,RS3 Limo,2.5­20V,­,DCT­7,S,E,G,0,0,0,A,\,161,\,\,"7,6","9,9","2,61",E,D,­
GRANDE,BMW,320i,2.0­16V,ActiveFlex,A­8,S,E­H,F,0,0,0,A,0,123,"6,7","8,8","9,8","12,8","2,00",C,C,­
GRANDE,BMW,328i,2.0­16V,ActiveFlex,A­8,S,E­H,F,0,0,0,A,0,125,"6,4","8,5","9,8","12,5","2,06",D,C,­
GRANDE,BMW,430i,2.0­16V,Gran Coupe,A­8,S,E­H,G,0,0,0,B,\,125,\,\,"9,9","12,2","2,03",C,C,­
GRANDE,BMW,X1,2.0­16V,sDrive20i ActiveFlex,A­8,S,E­H,F,0,0,0,A,0,125,"6,9","8,4","10,0","12,1","2,02",C,C,­
GRANDE,BMW,X1,2.0­16V,xDrive25i ActiveFlex,A­8,S,E­H,F,0,0,0,A,0,133,"6,6","8,1","9,4","11,4","2,14",D,C,­
GRANDE,BMW,X2,2.0­16V,sDrive 20i,DCT­7,S,E­H,G,0,0,0,A,\,121,\,\,"10,2","12,4","1,97",C,C,­
GRANDE,BMW,X2,1.5­12V,sDrive 18i Active Flex,A­6,S,E­H,F,0,0,0,A,0,118,"7,4","8,7","10,6","12,5","1,90",B,C,­
GRANDE,BMW,X2,2.0­16V,sDrive 20i Active Flex,A­8,S,E­H,F,0,0,0,A,0,118,"6,8","8,8","10,4","13,1","1,95",C,C,­
GRANDE,CHEVROLET,Novo Cruze (MY18),1.4­16V,LT NB AT,A­6,S,E,F,0,0,0,A,0,108,"7,6","9,6","11,2","14,0","1,77",A,B,SIM
GRANDE,CHEVROLET,Novo Cruze (MY18),1.4­16V,LTZ NB AT,A­6,S,E,F,0,0,0,A,0,108,"7,6","9,6","11,2","14,0","1,77",A,B,SIM
GRANDE,CHEVROLET,Novo Cruze Sport6 (MY18),1.4­16V,LT HB AT,A­6,S,E,F,0,0,0,A,0,109,"7,6","9,3","11,3","13,6","1,80",A,B,SIM
GRANDE,CHEVROLET,Novo Cruze Sport6 (MY18),1.4­16V,LTZ HB AT,A­6,S,E,F,0,0,0,A,0,109,"7,6","9,3","11,3","13,6","1,80",A,B,SIM
GRANDE,CHEVROLET,Novo Cruze Sport6 (MY18),1.4­16V,LT HB MT,M­6,S,E,F,0,0,0,B,0,107,"8,0","9,2","11,7","13,5","1,76",A,B,SIM
GRANDE,CHEVROLET,Cruze (MY19),1.4­16V,LT NB AT,A­6,S,E,F,0,0,0,A,0,105,"7,8","10,1","11,5","14,6","1,72",A,B,SIM
GRANDE,CHEVROLET,Cruze (MY19),1.4­16V,LTZ NB AT,A­6,S,E,F,0,0,0,B,0,108,"7,6","9,9","11,1","14,2","1,76",A,B,SIM
GRANDE,CHEVROLET,Novo Cruze Sport6 (MY19),1.4­16V,LT HB AT,A­6,S,E,F,0,0,0,A,0,109,"7,6","9,3","11,3","13,6","1,80",A,B,SIM
GRANDE,CHEVROLET,Novo Cruze Sport6 (MY19),1.4­16V,LT HB MT,M­6,S,E,F,0,0,0,B,0,107,"8,0","9,2","11,7","13,5","1,76",A,B,SIM
GRANDE,CHEVROLET,Novo Cruze Sport6 (MY19),1.4­16V,LTZ HB AT,A­6,S,E,F,0,0,0,A,0,109,"7,6","9,3","11,3","13,6","1,80",A,B,SIM
GRANDE,CITROËN,C4 Lounge,1.6­16V,THP LIVE,A­6,S,E­H,F,0,0,0,B,0,115,"7,1","9,0","10,5","13,2","1,90",B,C,­
GRANDE,CITROËN,C4 Lounge,1.6­16V,THP FEEL,A­6,S,E­H,F,0,0,0,B,0,115,"7,1","9,0","10,5","13,2","1,90",B,C,­
GRANDE,CITROËN,C4 Lounge,1.6­16V,THP SHINE,A­6,S,E­H,F,0,0,0,B,0,115,"7,1","9,0","10,5","13,2","1,90",B,C,­
GRANDE,CITROËN,C4 Lounge,1.6­16V,THP LIVE,M­6,S,E­H,F,0,0,0,B,0,113,"7,3","9,0","10,9","13,2","1,86",B,C,­
GRANDE,CITROËN,DS5,1.6­16V,Be Chic,A­6,S,E­H,G,0,0,0,A,\,134,\,\,"9,0","11,8","2,18",D,C,­
GRANDE,CITROËN,DS5,1.6­16V,So Chic,A­6,S,E­H,G,0,0,0,A,\,134,\,\,"9,0","11,8","2,18",D,C,­
GRANDE,CITROËN,C4 Picasso,1.6­16V,Seduction,A­6,S,E­H,G,0,0,0,A,\,125,\,\,"9,9","12,2","2,03",C,C,­
GRANDE,CITROËN,C4 Picasso,1.6­16V,Intensive,A­6,S,E­H,G,0,0,0,A,\,125,\,\,"9,9","12,2","2,03",C,C,­
GRANDE,FORD,Focus Hatch,1.6­16V,SE,DCT­6,S,H,F,0,0,0,B,0,117,"7,2","9,0","10,4","13,0","1,90",B,C,­
GRANDE,FORD,Focus Hatch,1.6­16V,SE,M­5,S,E,F,0,1,0,B,0,112,"7,5","9,3","10,8","13,6","1,83",B,C,­
GRANDE,FORD,Focus Hatch,2.0­16V,SE,DCT­6,S,E,F,0,0,0,A,0,123,"6,7","9,2","9,7","13,0","2,00",C,C,­
GRANDE,FORD,Focus Hatch,2.0­16V,Titanium,DCT­6,S,E,F,0,0,0,A,0,123,"6,7","9,2","9,7","13,0","2,00",C,C,­
GRANDE,FORD,Focus Fastback,2.0­16V,SE,DCT­6,S,E,F,0,0,0,A,0,123,"6,7","9,2","9,7","13,0","2,00",C,C,­
GRANDE,FORD,Focus Fastback,2.0­16V,Titanium,DCT­6,S,E,F,0,0,0,A,0,123,"6,7","9,2","9,7","13,0","2,00",C,C,­
GRANDE,HONDA,Civic,2.0­16V,SPORT,M­6,S,E,F,0,0,0,B,0,118,"7,1","9,2","10,2","13,4","1,91",B,C,­
GRANDE,HONDA,Civic,2.0­16V,EX,CVT,S,E,F,0,0,0,B,0,116,"7,2","8,9","10,5","13,0","1,91",B,C,­
GRANDE,HONDA,Civic,2.0­16V,EX­L,CVT,S,E,F,0,0,0,B,0,116,"7,2","8,9","10,5","13,0","1,91",B,C,­
GRANDE,HONDA,Civic,2.0­16V,SPORT,CVT,S,E,F,0,0,0,B,0,116,"7,2","8,9","10,5","13,0","1,91",B,C,­
GRANDE,HONDA,Civic,1.5­16V,TOURING,CVT,S,E,G,0,0,0,A,\,104,\,\,"11,8","14,4","1,68",A,B,SIM
GRANDE,HONDA,CIVIC,1.5­16V,Coupe Si,M­6,S,E,G,0,0,0,A,\,110,\,\,"11,2","13,7","1,78",A,B,SIM
GRANDE,HYUNDAI,Elantra,2.0­16V,,A­6,S,E,F,0,0,0,A,0,116,"6,7","9,6","10,2","14,0","1,92",B,C,­
GRANDE,HYUNDAI,Elantra,2.0­16V,B,A­6,S,E,F,0,0,0,B,0,117,"6,9","9,7","10,1","13,8","1,91",B,C,­
GRANDE,KIA,Cerato,1.6­16V,FF EX4,A­6,S,E,F,0,0,0,A,0,121,"7,0","9,3","10,1","12,6","1,95",C,C,­
GRANDE,KIA,Cerato,1.6­16V,LX4,A­6,S,E,F,0,0,0,A,0,121,"7,0","9,3","10,1","12,6","1,95",C,C,­
GRANDE,KIA,Cerato,1.6­16V,SX4 ATNB,A­6,S,E,F,0,0,0,A,0,121,"7,0","9,3","10,1","12,6","1,95",C,C,­
GRANDE,LEXUS,IS200,2.0­16V,LUXURY,A­8,S,E,G,0,0,0,B,\,152,\,\,"8,0","10,6","2,46",E,D,­
GRANDE,LEXUS,IS200,2.0­16V,F SPORT,A­8,S,E,G,0,0,0,B,\,152,\,\,"8,0","10,6","2,46",E,D,­
GRANDE,MERCEDES­BENZ,AMG CLA 45 4MATIC,2.0­16V,,DCT­7,S,E,G,0,1,0,A,\,142,\,\,"8,4","11,6","2,31",E,C,­
GRANDE,MERCEDES­BENZ,AMG GLA 45 4M,2.0­16V,,DCT­7,S,E,G,0,0,0,B,\,146,\,\,"8,3","11,2","2,36",E,C,­
GRANDE,MERCEDES­BENZ,CLA200 FF,1.6­16V,,DCT­7,S,E,F,0,0,0,B,0,119,"7,1","9,0","10,3","13,2","1,92",B,C,­
GRANDE,MERCEDES­BENZ,CLA250 4MATIC,2.0­16V,,DCT­7,S,E,G,0,0,0,A,\,127,\,\,"9,2","13,5","2,05",C,C,­
GRANDE,MERCEDES­BENZ,GLA200 FF,1.6­16V,,DCT­7,S,E,F,0,0,0,B,0,122,"6,9","8,8","10,0","12,7","1,98",C,C,­
GRANDE,MERCEDES­BENZ,GLA200 FF,1.6­16V,STYLE,DCT­7,S,E,F,0,0,0,B,0,122,"6,9","8,8","10,0","12,7","1,98",C,C,­
GRANDE,MERCEDES­BENZ,GLA250,2.0­16V,,DCT­7,S,E,G,0,0,0,A,\,129,\,\,"9,3","12,4","2,10",D,C,­
GRANDE,MERCEDES­BENZ,CLA180,1.6­16V,,DCT­7,S,E,G,0,0,0,A,\,110,\,\,"11,2","13,7","1,78",A,B,SIM
GRANDE,MITSUBISHI,Lancer,2.0­16V,HL,CVT,S,H,G,0,0,0,A,\,125,\,\,"10,2","11,7","2,03",C,C,­
GRANDE,NISSAN,Novo Sentra,2.0­16V,20 S,CVT,S,E,F,0,0,0,B,0,123,"6,7","9,1","9,9","12,6","2,00",C,C,­
GRANDE,NISSAN,Novo Sentra,2.0­16V,20 SV,CVT,S,E,F,0,0,0,B,0,123,"6,7","9,1","9,9","12,6","2,00",C,C,­
GRANDE,NISSAN,Novo Sentra,2.0­16V,20 SL,CVT,S,E,F,0,0,0,B,0,123,"6,7","9,1","9,9","12,6","2,00",C,C,­
GRANDE,RENAULT,Fluence,2.0­16V,Dynamique,M­6,S,E,F,0,1,0,B,0,130,"6,4","8,1","9,5","11,8","2,13",D,C,­
GRANDE,RENAULT,Fluence,2.0­16V,Expression,M­6,S,E,F,0,1,0,B,0,130,"6,4","8,1","9,5","11,8","2,13",D,C,­
GRANDE,RENAULT,Fluence,2.0­16V,Privilège,M­6,S,E,F,0,1,0,B,0,130,"6,4","8,1","9,5","11,8","2,13",D,C,­
GRANDE,RENAULT,Fluence,2.0­16V,Dynamique,CVT,S,E,F,0,0,0,B,0,143,"6,1","7,4","8,7","10,7","2,31",E,C,­
GRANDE,RENAULT,Fluence,2.0­16V,Expression,CVT,S,E,F,0,0,0,B,0,143,"6,1","7,4","8,7","10,7","2,31",E,C,­
GRANDE,RENAULT,Fluence,2.0­16V,Privilège,CVT,S,E,F,0,0,0,B,0,143,"6,1","7,4","8,7","10,7","2,31",E,C,­
GRANDE,RENAULT,Fluence,2.0­16V,GT Line,CVT,S,E,F,0,0,0,B,0,143,"6,1","7,4","8,7","10,7","2,31",E,C,­
GRANDE,RENAULT,Fluence,2.0­16V,Dynamique Plus,CVT,S,E,F,0,0,0,B,0,143,"6,1","7,4","8,7","10,7","2,31",E,C,­
GRANDE,SUBARU,WRX,2.0­16V,"2,0",CVT,S,E,G,0,0,0,A,\,143,\,\,"8,5","11,1","2,32",E,C,­
GRANDE,SUBARU,WRX,2.5­16V,"STI 2,5",M­6,S,E,G,0,0,0,B,\,201,\,\,"6,2","7,9","3,27",E,E,­
GRANDE,TOYOTA,Corolla,1.8­16V,GLI,M­6,S,E,F,0,1,0,C,0,114,"7,3","9,1","10,7","13,2","1,87",B,C,­
GRANDE,TOYOTA,Corolla,1.8­16V,GLI,CVT,S,E,F,0,0,0,B,0,110,"7,8","9,2","11,4","13,2","1,79",A,B,SIM
GRANDE,TOYOTA,Corolla,2.0­16V,ALTIS,CVT,S,E,F,0,0,0,B,0,118,"7,2","8,8","10,6","12,6","1,92",B,C,­
GRANDE,TOYOTA,Corolla,2.0­16V,XEI,CVT,S,E,F,0,0,0,B,0,118,"7,2","8,8","10,6","12,6","1,92",B,C,­
GRANDE,TOYOTA,Corolla,2.0­16V,XRS,CVT,S,E,F,0,0,0,B,0,118,"7,2","8,8","10,6","12,6","1,92",B,C,­
GRANDE,VOLKSWAGEN,Golf Variant,1.4­16V,Comfortline,A­6,S,E,F,0,0,0,B,0,113,"7,5","8,8","11,1","13,0","1,85",B,C,­
GRANDE,VOLKSWAGEN,Golf Variant,1.4­16V,Highline,A­6,S,E,F,0,0,0,B,0,113,"7,5","8,8","11,1","13,0","1,85",B,C,­
GRANDE,VOLKSWAGEN,Jetta,1.4­16V,Comfortline,A­6,S,E,G,0,0,0,A,\,115,\,\,"10,4","13,8","1,87",B,C,­
GRANDE,VOLKSWAGEN,Jetta,2.0­16V,Highline,DCT­6,S,E,G,0,0,0,A,\,128,\,\,"9,4","12,5","2,08",D,C,­
GRANDE,VOLKSWAGEN,Jetta,1.4­16V,250 TSI,A­6,S,E,F,0,1,0,B,0,110,"7,4","9,6","10,9","14,0","1,81",B,B,­
GRANDE,VOLKSWAGEN,Jetta,1.4­16V,Comfortline 250 TSI,A­6,S,E,F,0,1,0,B,0,110,"7,4","9,6","10,9","14,0","1,81",B,B,­
GRANDE,VOLKSWAGEN,Jetta,1.4­16V,R­Line 250 TSI,A­6,S,E,F,0,1,0,B,0,110,"7,4","9,6","10,9","14,0","1,81",B,B,­
EXTRA GRANDE,AUDI,A4 Sedan,2.0­16V,Attraction,DCT­7,S,E,G,0,0,0,A,\,109,\,\,"11,0","14,3","1,77",A,B,SIM
EXTRA GRANDE,AUDI,A4 Sedan,2.0­16V,Ambiente,DCT­7,S,E,G,0,0,0,A,\,109,\,\,"11,0","14,3","1,77",A,B,SIM
EXTRA GRANDE,AUDI,A4 Sedan,2.0­16V,Ambition,DCT­7,S,E,G,0,0,0,A,\,126,\,\,"9,7","12,3","2,04",B,C,­
EXTRA GRANDE,AUDI,A4 Avant,2.0­16V,Attraction,DCT­7,S,E,G,0,0,0,A,\,115,\,\,"10,5","13,5","1,87",A,C,­
EXTRA GRANDE,AUDI,A4 Avant,2.0­16V,Ambiente,DCT­7,S,E,G,0,0,0,A,\,115,\,\,"10,5","13,5","1,87",A,C,­
EXTRA GRANDE,AUDI,A6 Sedan,2.0­16V,Ambiente,DCT­7,S,E­H,G,0,0,0,A,\,154,\,\,"8,3","9,5","2,51",D,D,­
EXTRA GRANDE,AUDI,A6 Sedan,3.0­24V,Ambition,DCT­7,S,E­H,G,0,0,0,A,\,159,\,\,"7,7","10,6","2,53",D,D,­
EXTRA GRANDE,AUDI,A6 allroad,3.0­24V,Allroad,DCT­7,S,E,G,0,0,0,A,\,159,\,\,"7,7","10,6","2,53",D,D,­
EXTRA GRANDE,AUDI,A7 Sportback,3.0­24V,Ambiente,DCT­7,S,E­H,G,0,0,0,A,\,159,\,\,"7,7","10,6","2,53",D,D,­
EXTRA GRANDE,AUDI,A8 Sedan,4.0­32V,­,A­8,S,E,G,0,0,0,A,\,170,\,\,"7,1","10,3","2,70",E,D,­
EXTRA GRANDE,AUDI,A8 Longo,6.3­48V,­,A­8,S,E,G,0,1,0,B,\,225,\,\,"5,5","7,4","3,65",E,E,­
EXTRA GRANDE,AUDI,S8 Plus,4.0­32V,Sedan,A­8,S,E,G,0,0,0,B,\,191,\,\,"6,4","8,8","3,09",E,D,­
EXTRA GRANDE,AUDI,SQ5,3.0­24V,­,A­8,S,E,G,0,0,0,A,\,176,\,\,"7,0","9,7","2,81",E,D,­
EXTRA GRANDE,AUDI,A5 Sportback,2.0­16V,Attraction,DCT­7,S,E,G,0,0,0,A,\,111,\,\,"11,0","13,4","1,81",A,B,SIM
EXTRA GRANDE,AUDI,A5 Sportback,2.0­16V,Ambiente,DCT­7,S,E,G,0,0,0,A,\,111,\,\,"11,0","13,4","1,81",A,B,SIM
EXTRA GRANDE,AUDI,A5 Sportback,2.0­16V,Ambition,DCT­7,S,E,G,0,0,0,B,\,131,\,\,"9,3","11,9","2,13",B,C,­
EXTRA GRANDE,AUDI,Q5,2.0­16V,Blindada,DCT­7,S,E,G,0,0,0,B,\,164,\,\,"7,8","9,2","2,66",D,D,­
EXTRA GRANDE,AUDI,SQ5,3.0­24V,­,A­8,S,E,G,0,0,0,A,\,172,\,\,"7,4","8,9","2,78",E,D,­
EXTRA GRANDE,BMW,M3,3.0­24V,Sedan,DCT­7,S,E­H,G,0,0,0,A,\,173,\,\,"7,2","9,2","2,80",E,D,­
EXTRA GRANDE,BMW,M4,3.0­24V,CS,A­7,S,E­H,G,0,0,0,A,\,169,\,\,"7,4","9,2","2,74",E,D,­
EXTRA GRANDE,BMW,M5,4.4­32V,­,A­8,S,E­H,G,0,0,0,A,\,191,\,\,"6,5","8,5","3,09",E,D,­
EXTRA GRANDE,BMW,M6,4.4­32V,Gran Coupe,DCT­7,S,E­H,G,0,0,0,A,\,198,\,\,"6,2","8,3","3,20",E,E,­
EXTRA GRANDE,BMW,750Li,4.4­32V,­,A­8,S,E­H,G,0,0,0,A,\,166,\,\,"7,1","10,5","2,69",D,D,­
EXTRA GRANDE,BMW,530i,2.0­16V,­,A­8,S,E­H,G,0,0,0,A,\,125,\,\,"9,8","12,6","2,01",B,C,­
EXTRA GRANDE,BMW,530i,2.0­16V,­,A­8,S,E­H,G,0,0,0,A,\,119,\,\,"10,5","12,5","1,93",A,C,­
